candidate,sentiment,subject_matter,tweet_text,tweet_created
No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. ________  #GOPDebate  #GOPDebates,8/6/15 21:21
Donald Trump,Positive,None of the above,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. ________ #GOPDebate  #GOPDebates,8/6/15 21:21
No candidate mentioned,Negative,LGBT issues,"After insulting women $ the LGBT community, I'm not sure I can handle these guys talking about social issues in the next round. #GOPDebates",8/6/15 21:21
Donald Trump,Negative,FOX News or Moderators,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. ________ #GOPDebate_ _,8/6/15 21:21
No candidate mentioned,Negative,Jobs and Economy,Keep running on Obama's policies with the economy. Republicans think all people are as stupid as they are #GOPDebates,8/6/15 21:21
Donald Trump,Negative,FOX News or Moderators,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. ________ #GOPDebate_ _,8/6/15 21:21
No candidate mentioned,Negative,None of the above,"""Trust but vilify"" was my line some 20 years ago against GOP neocons.  #GOPdebates",8/6/15 21:21
No candidate mentioned,Negative,None of the above,"RT @monaeltahawy: #WhereRWomen I'm in #Cairo, where I often rail vs misogyny in politics. And here are men, men, men #GOPDebates http://t.c_ _",8/6/15 21:21
No candidate mentioned,Negative,Religion,"RT @joeynovick: #GOPDebate #gopdebates #TheDayOne question: I'd vote for the guy who's says ""On Day One? I'm gonna chill. I'm f'kin exhaust_ _",8/6/15 21:21
No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. ________  #GOPDebate  #GOPDebates,8/6/15 21:21
No candidate mentioned,Negative,Foreign Policy,"RT @MarkDavis: #Perry, #Fiorina clips on #IranDeal are better than most answers being given in this debate #GOPDebates",8/6/15 21:21
No candidate mentioned,Neutral,None of the above,RT @CatholicDems: A weakness in Kasich's armor - making support for poor conditional. Needs a little help from #PopeFrancis #GOPDebates,8/6/15 21:21
No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. ________  #GOPDebate  #GOPDebates,8/6/15 21:21
Donald Trump,Positive,FOX News or Moderators,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. ________ #GOPDebate  #GOPDebates",8/6/15 21:21
No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. ________ #GOPDebates  #GOPDebates,8/6/15 21:21
Donald Trump,Negative,FOX News or Moderators,The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. ________ #GOPDebate  #GOPDebates,8/6/15 21:21
No candidate mentioned,Negative,FOX News or Moderators,"Thanks @FoxTV for holding the #GOPDebates Now millions of people KNOW you're no better or balanced then MSN, ABC, CBS... #InTheTank",8/6/15 21:21
Donald Trump,Negative,None of the above,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. ________ #GOPDebate  #GOPDebates,8/6/15 21:21
Donald Trump,Neutral,None of the above,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. ________ #GOPDebate  #GOPDebates,8/6/15 21:21
No candidate mentioned,Negative,None of the above,The #GOPDebates should require all debaters to do a keg stand prior to speaking or answering questions,8/6/15 21:21
No candidate mentioned,Negative,None of the above,"It's called ""screaming like a fascist"" for a reason #GOPDebates",8/6/15 21:21
No candidate mentioned,Negative,FOX News or Moderators,"I'm  frustrated that  the ""top"" candidates are getting lion's share of time. Guess I'm a socialist regarding debates. #GOPDebates",8/6/15 21:21
Donald Trump,Negative,None of the above,Storming here and directv satellite is coming and going. Let me know If THE DONALD actually ^answers^ a question! #GOPdebates,8/6/15 21:21
Donald Trump,Negative,None of the above,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. ________ #GOPDebate  #GOPDebates,8/6/15 21:21
Donald Trump,Neutral,FOX News or Moderators,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. ________ #GOPDebate  #GOPDebates",8/6/15 21:21
Donald Trump,Positive,FOX News or Moderators,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. ________ #GOPDebate  #GOPDebates",8/6/15 21:21
Donald Trump,Positive,None of the above,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. ________ #GOPDebate  #GOPDebates,8/6/15 21:21
Donald Trump,Positive,None of the above,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. ________ #GOPDebate  #GOPDebates,8/6/15 21:21
No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. ________  #GOPDebate  #GOPDebates,8/6/15 21:21
Ted Cruz,Negative,FOX News or Moderators,"Hey #FoxNews, planning on giving #TedCruz chance to speak? You're trying to marginalize him as you do on your daily news cycle. #GOPDebates",8/6/15 21:21
Scott Walker,Negative,None of the above,@ScottWalker obviously you're not running your own Twitter account either because you're at the live GOP debate! #GOPDebates,8/6/15 21:21
Donald Trump,Positive,FOX News or Moderators,RT @RWSurferGirl: These debates will raise @realDonaldTrump 's ratings because Fox News is afraid of Trump and it shows. #GOPDebate #GOPDeb_ _,8/6/15 21:21
Scott Walker,Negative,None of the above,"RT @SupermanHotMale: Scott Walker: Don't do business with Iran, just the crooked Koch Brothers... Way to go Dickhead Walker #GopDebates",8/6/15 21:21
Donald Trump,Positive,Immigration,"RT @RWSurferGirl: Trump has got it right, nobody would talk about immigration, not untill be brought it up. #GOPDebate #GOPDebates",8/6/15 21:21
Donald Trump,Positive,FOX News or Moderators,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. ________ #GOPDebate  #GOPDebates",8/6/15 21:21
No candidate mentioned,Negative,None of the above,@seanpmccoy #Blaw-blaw-blaw #gopidiots R full of #hot-air! These #Radicale #TEABAGGERS on the #GOPDebates R full of #shit. Redneck  #loosers,8/6/15 21:21
Donald Trump,Positive,FOX News or Moderators,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. ________ #GOPDebate  #GOPDebates",8/6/15 21:21
No candidate mentioned,Negative,None of the above,This reboot of Golden Girls sucks #GOPdebates,8/6/15 21:21
Donald Trump,Negative,FOX News or Moderators,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. ________ #GOPDebate_ _,8/6/15 21:21
No candidate mentioned,Negative,None of the above,RT @SupermanHotMale: Pres Obama has more brains in his little toe than all you totally fucking idiots have in your whole families combined _ _,8/6/15 21:22
Donald Trump,Negative,FOX News or Moderators,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. ________ #GOPDebate_ _,8/6/15 21:22
No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. ________  #GOPDebate  #GOPDebates,8/6/15 21:22
Donald Trump,Negative,FOX News or Moderators,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. ________ #GOPDebate_ _,8/6/15 21:22
No candidate mentioned,Negative,None of the above,From today to the time the next president has one year in office #22aDay will empty that arena. #GOPDebates #IAVA,8/6/15 21:22
No candidate mentioned,Negative,None of the above,RT @mozgovaya: 10 men on stage discussing one woman. @HillaryClinton #GOPdebates,8/6/15 21:22
Rand Paul,Negative,None of the above,RT @TheJennaBee: Rand Paul's hair will be sold as calamari after the debate. #GOPDebates,8/6/15 21:22
Mike Huckabee,Neutral,None of the above,RT @goldietaylor: Huckabee. #GOPDebates http://t.co/Zy12bdUkx9,8/6/15 21:22
Donald Trump,Negative,None of the above,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. ________ #GOPDebate  #GOPDebates,8/6/15 21:22
No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. ________  #GOPDebate  #GOPDebates,8/6/15 21:22
Donald Trump,Negative,None of the above,How about we have them give the rest of the candidates Taboo Buzzers to use when Trump speaks?! LOL #GOPDebates,8/6/15 21:22
No candidate mentioned,Neutral,None of the above,Watching #GOPDebates,8/6/15 21:22
No candidate mentioned,Negative,None of the above,This businessman is seriously irritating me with his bias. #tcot #GOPdebates #skynews,8/6/15 21:22
Donald Trump,Positive,None of the above,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. ________ #GOPDebate  #GOPDebates,8/6/15 21:22
Donald Trump,Neutral,None of the above,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,8/6/15 21:22
No candidate mentioned,Negative,FOX News or Moderators,RT @MashUpRich: Who will have the bigger boobs? #Hooterspageant on FoxSports1 or #GOPdebates on FOX News? http://t.co/ZoztDd3MVx,8/6/15 21:22
No candidate mentioned,Negative,None of the above,Remember when #obama did a good job? Hahah I don't  #GOPDebates,8/6/15 21:22
Donald Trump,Positive,None of the above,"@tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, ________ #GOPDebate  #GOPDebates",8/6/15 21:22
Ted Cruz,Positive,None of the above,"RT @Lrihendry: #TedCruz headed into the Presidential Debates. GO TED!! 
#GOPDebates http://t.co/8S67pz8a4A",8/6/15 21:22
Donald Trump,Negative,FOX News or Moderators,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. ________ #GOPDebate_ _,8/6/15 21:22
No candidate mentioned,Neutral,None of the above,Listening to the candidates. #GOPDebates,8/6/15 21:22
Chris Christie,Negative,None of the above,RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. ________ #GOPDebates  #GOPDebates,8/6/15 21:22
Donald Trump,Negative,FOX News or Moderators,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. ________ #GOPDebate_ _,8/6/15 21:22
Donald Trump,Positive,FOX News or Moderators,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. ________ #GOPDebate_ _,8/6/15 21:22
No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. ________  #GOPDebate  #GOPDebates,8/6/15 21:22
Donald Trump,Negative,FOX News or Moderators,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. ________ #GOPDebate_ _,8/6/15 21:22
Donald Trump,Neutral,None of the above,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,8/6/15 21:22
Donald Trump,Negative,FOX News or Moderators,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. ________ #GOPDebate_ _,8/6/15 21:22
No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. ________  #GOPDebate  #GOPDebates,8/6/15 21:22
No candidate mentioned,Negative,FOX News or Moderators,"Retweeted CDM (@RWSurferGirl):
Fox News is obviously trying to influence the makeup of the Republican field. æ__¥æ___  #GOPDebate  #GOPDebates",8/6/15 21:22
No candidate mentioned,Neutral,None of the above,"Just to be clear, any UNC student who wants to watch future debates is welcome at my house. #UNC #GOPDebates",8/6/15 21:22
Donald Trump,Negative,FOX News or Moderators,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. ________ #GOPDebate_ _,8/6/15 21:22
Donald Trump,Negative,FOX News or Moderators,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. ________ #GOPDebate_ _,8/6/15 21:22
No candidate mentioned,Negative,FOX News or Moderators,"RT @SupermanHotMale: Total Theatre on Fox news tonight, no basis in fact at all... it's all garbage. #GopDebates",8/6/15 21:22
Donald Trump,Negative,FOX News or Moderators,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. ________ #GOPDebate_ _,8/6/15 21:22
No candidate mentioned,Neutral,None of the above,"RT @_Banks__: Pimps, prostitutes, and strippers need to pay taxes. #GOPDebate #GOPDebates #",8/6/15 21:22
Jeb Bush,Negative,None of the above,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. ________ #GOPDebate  #GOPDebates,8/6/15 21:22
No candidate mentioned,Negative,FOX News or Moderators,That moment you realize you're watching Fox News and your not in handcuffs. #GOPDebates http://t.co/5L9INki5SF,8/6/15 21:22
No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. ________  #GOPDebate  #GOPDebates,8/6/15 21:22
No candidate mentioned,Negative,FOX News or Moderators,"RT @SupermanHotMale: Total Theatre on Fox news tonight, no basis in fact at all... it's all garbage. #GopDebates",8/6/15 21:22
No candidate mentioned,Negative,Foreign Policy,"RT @MarkDavis: #Perry, #Fiorina clips on #IranDeal are better than most answers being given in this debate #GOPDebates",8/6/15 21:22
No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. ________  #GOPDebate  #GOPDebates,8/6/15 21:22
Donald Trump,Negative,None of the above,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. ________ #GOPDebate  #GOPDebates,8/6/15 21:22
Donald Trump,Negative,None of the above,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. ________ #GOPDebate  #GOPDebates,8/6/15 21:22
